Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S151013355,Petirrojo europeo,Erithacus rubecula,28624,5,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-09-29,06:48 PM,eBird - Traveling Count,109,1,3.122,,1,,,,609411195
S151602437,Petirrojo europeo,Erithacus rubecula,28624,5,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-10-07,12:02 PM,eBird - Traveling Count,139,1,2.623,,1
S151688822,Petirrojo europeo,Erithacus rubecula,28624,2,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-10-08,12:13 PM,eBird - Traveling Count,120,1,3.347,,1
S151995144,Petirrojo europeo,Erithacus rubecula,28624,4,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-10-12,08:47 AM,eBird - Traveling Count,137,1,3.444,,1,,,,609868616 609868617
S140556564,Petirrojo europeo,Erithacus rubecula,28624,3,ES-GA,Pontevedra,L24957451,Gran Árbol de Ricardo Mella,42.1931244,-8.7842885,2023-06-04,12:38 PM,eBird - Stationary Count,50,1,,,1,,,,581411701 581411711
S141282640,Petirrojo europeo,Erithacus rubecula,28624,1,ES-GA,Pontevedra,L24957451,Gran Árbol de Ricardo Mella,42.1931244,-8.7842885,2023-06-11,12:42 PM,eBird - Traveling Count,62,1,.467,,1
S141929527,Petirrojo europeo,Erithacus rubecula,28624,2,ES-GA,Pontevedra,L24957451,Gran Árbol de Ricardo Mella,42.1931244,-8.7842885,2023-06-18,02:24 PM,eBird - Stationary Count,31,1,,,1
S150042962,Petirrojo europeo,Erithacus rubecula,28624,1,ES-GA,Pontevedra,L24957451,Gran Árbol de Ricardo Mella,42.1931244,-8.7842885,2023-09-16,08:10 PM,eBird - Traveling Count,30,1,.338,,1,,,,608905240
S140614683,Petirrojo europeo,Erithacus rubecula,28624,15,ES-GA,Pontevedra,L6480922,Nigrán--Paseo do río Muiños,42.1338681,-8.8160133,2023-06-05,07:42 PM,eBird - Traveling Count,114,1,2.993,,1,,,,581596891 581596901 581596911 581633751 581635061 581758471 581761801 581762061
S142583853,Petirrojo europeo,Erithacus rubecula,28624,2,ES-GA,Pontevedra,L6480922,Nigrán--Paseo do río Muiños,42.1338681,-8.8160133,2023-06-24,09:14 PM,eBird - Traveling Count,73,1,1.996,,1
S151635635,Petirrojo europeo,Erithacus rubecula,28624,3,ES-GA,Pontevedra,L27376620,Oia--Punta Centinela,42.076832,-8.8963287,2023-10-07,06:58 PM,eBird - Traveling Count,71,1,.724,,1,,,,609720410 609720411
S140738445,Petirrojo europeo,Erithacus rubecula,28624,1,ES-GA,Pontevedra,L6328961,Serra da Groba--Subida de Baiona (Chan da Lagoa),42.0938566,-8.8584566,2023-06-06,08:20 PM,eBird - Stationary Count,70,1,,,1
S141565473,Petirrojo europeo,Erithacus rubecula,28624,2,ES-GA,Pontevedra,L6328961,Serra da Groba--Subida de Baiona (Chan da Lagoa),42.0938566,-8.8584566,2023-06-14,09:02 PM,eBird - Traveling Count,71,1,.998,,1
S141671613,Petirrojo europeo,Erithacus rubecula,28624,1,ES-GA,Pontevedra,L6328961,Serra da Groba--Subida de Baiona (Chan da Lagoa),42.0938566,-8.8584566,2023-06-15,08:53 PM,eBird - Traveling Count,80,1,1.465,,1,,,,585088401 585088411
S141752429,Petirrojo europeo,Erithacus rubecula,28624,2,ES-GA,Pontevedra,L6328961,Serra da Groba--Subida de Baiona (Chan da Lagoa),42.0938566,-8.8584566,2023-06-16,08:56 PM,eBird - Traveling Count,61,1,.66,,1,AC Ave Cantando
S142889720,Petirrojo europeo,Erithacus rubecula,28624,5,ES-GA,Pontevedra,L6328961,Serra da Groba--Subida de Baiona (Chan da Lagoa),42.0938566,-8.8584566,2023-06-27,09:23 PM,eBird - Stationary Count,48,1,,,1,PV Pollos Volantones,,,589351391 589351401 589351411 589351421 589351431
S141227255,Petirrojo europeo,Erithacus rubecula,28624,2,ES-GA,Pontevedra,L4279363,Vigo--Xunqueira do Lagares,42.2006709,-8.7755656,2023-06-11,03:17 PM,eBird - Traveling Count,120,1,4.104,,1,,,,583717951 583717961 583717971 583717981 583717991 583718001 583718011 583718021 583718041 583718061 583718071
S152014691,Petirrojo europeo,Erithacus rubecula,28624,2,ES-GA,Pontevedra,L4279363,Vigo--Xunqueira do Lagares,42.2006709,-8.7755656,2023-10-12,03:30 PM,eBird - Traveling Count,112,1,3.653,,1
S149076266,Papamoscas cerrojillo,Ficedula hypoleuca,28928,5,ES-GA,Pontevedra,L5376167,Baiona--Castillo de Monterreal,42.124243,-8.8504028,2023-09-05,07:41 PM,eBird - Traveling Count,81,1,1.159,,1,,,,608527337 608527834 608527835
S149462230,Papamoscas cerrojillo,Ficedula hypoleuca,28928,10,ES-GA,Pontevedra,L5820438,Esteiro do Miño--Marisma de Salcidos,41.9012837,-8.8448095,2023-09-09,06:02 PM,eBird - Traveling Count,128,1,2.655,,1,,,,608655671 608655673 608655675 608655677 608655678 608655679 608655680 608655681 608655682 608655683 608655684 608655685 608655686 608655796
S140885253,Colirrojo tizón,Phoenicurus ochruros,28987,1,PT-06,Condeixa-a-Nova,L2706805,Conímbriga,40.0989775,-8.4941107,2023-02-19,01:40 PM,eBird - Traveling Count,100,0,3.,,1,,,,582492141
S140885524,Colirrojo tizón,Phoenicurus ochruros,28987,1,PT-06,Condeixa-a-Nova,L2706805,Conímbriga,40.0989775,-8.4941107,2023-02-23,03:14 PM,eBird - Casual Observation,,0,,,1,,,,582492551 582492561
S140881906,Colirrojo tizón,Phoenicurus ochruros,28987,1,PT-02,Odemira,L2392936,PN Sudoeste Alentejano e Costa Vicentina--Milfontes--Estuário do Mira,37.7197995,-8.7845993,2022-06-20,11:06 AM,eBird - Casual Observation,,0,,,1,,,,582484291
S146027552,Colirrojo tizón,Phoenicurus ochruros,28987,1,ES-GA,Ourense,L26298397,Finca,42.417836,-6.9934792,2023-07-30,08:52 PM,eBird - Traveling Count,18,1,1.239,,1,,,,598858621
S146517548,Colirrojo tizón,Phoenicurus ochruros,28987,1,ES-GA,Pontevedra,L19280840,As Neves--Antiguas canteiras de Medáns,42.0834592,-8.392462,2023-08-05,07:25 PM,eBird - Traveling Count,30,1,1.32,,1
S149507136,Colirrojo tizón,Phoenicurus ochruros,28987,6,ES-GA,Pontevedra,L4916678,Baiona--Cabo Silleiro,42.1115227,-8.89937,2023-09-10,08:21 AM,eBird - Traveling Count,64,1,.531,,1,,,,608671317 608671318
S140872341,Colirrojo tizón,Phoenicurus ochruros,28987,1,ES-GA,Pontevedra,L5376167,Baiona--Castillo de Monterreal,42.124243,-8.8504028,2021-06-16,08:36 PM,eBird - Casual Observation,,0,,,1,,,,582464031
S140883971,Colirrojo tizón,Phoenicurus ochruros,28987,1,ES-GA,Pontevedra,L5376167,Baiona--Castillo de Monterreal,42.124243,-8.8504028,2023-01-09,03:41 PM,eBird - Traveling Count,10,0,.5,,1,,,,582488841
S149012023,Colirrojo tizón,Phoenicurus ochruros,28987,1,ES-GA,Pontevedra,L5376167,Baiona--Castillo de Monterreal,42.124243,-8.8504028,2023-09-04,07:46 PM,eBird - Traveling Count,78,1,1.561,,1,,,,608490602 608490603
S140679891,Colirrojo tizón,Phoenicurus ochruros,28987,1,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-06,12:52 PM,eBird - Stationary Count,49,1,,,1,,,,581787551
S140791098,Colirrojo tizón,Phoenicurus ochruros,28987,3,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-07,04:04 PM,eBird - Stationary Count,53,1,,,1,,,,582195331
S140822225,Colirrojo tizón,Phoenicurus ochruros,28987,3,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-07,09:46 PM,eBird - Stationary Count,39,1,,,1,,,,582278521 582279591
S140910168,Colirrojo tizón,Phoenicurus ochruros,28987,2,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-08,08:09 PM,eBird - Stationary Count,73,1,,,1
S141385760,Colirrojo tizón,Phoenicurus ochruros,28987,1,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-12,10:20 AM,eBird - Stationary Count,5,1,,,1
S141471968,Colirrojo tizón,Phoenicurus ochruros,28987,1,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-13,09:16 PM,eBird - Stationary Count,40,1,,,1
S140810033,Colirrojo tizón,Phoenicurus ochruros,28987,1,ES-GA,Pontevedra,L25004705,Baiona--Paseo fluvial do río da Groba,42.1068148,-8.819285,2023-05-17,06:55 PM,eBird - Traveling Count,40,0,2.,,1,,,,582209691
S140766324,Colirrojo tizón,Phoenicurus ochruros,28987,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-05-24,12:52 PM,eBird - Traveling Count,100,0,4.,,1,,,,582107711
S140989431,Colirrojo tizón,Phoenicurus ochruros,28987,2,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-09,04:13 PM,eBird - Traveling Count,115,1,5.649,,1,,,,582902811
S141699864,Colirrojo tizón,Phoenicurus ochruros,28987,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-16,10:24 AM,eBird - Traveling Count,74,1,5.311,,1,AC Ave Cantando
S151995144,Colirrojo tizón,Phoenicurus ochruros,28987,3,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-10-12,08:47 AM,eBird - Traveling Count,137,1,3.444,,1,,,,609868622 609868623
S140556564,Colirrojo tizón,Phoenicurus ochruros,28987,1,ES-GA,Pontevedra,L24957451,Gran Árbol de Ricardo Mella,42.1931244,-8.7842885,2023-06-04,12:38 PM,eBird - Stationary Count,50,1,,,1,,,,581411721 581411731
S151635635,Colirrojo tizón,Phoenicurus ochruros,28987,1,ES-GA,Pontevedra,L27376620,Oia--Punta Centinela,42.076832,-8.8963287,2023-10-07,06:58 PM,eBird - Traveling Count,71,1,.724,,1,,,,609720419
S149507136,Tarabilla europea,Saxicola rubicola,29041,10,ES-GA,Pontevedra,L4916678,Baiona--Cabo Silleiro,42.1115227,-8.89937,2023-09-10,08:21 AM,eBird - Traveling Count,64,1,.531,,1,,,,608671320 608671321 608671322 608671323 608671324 608671325 608671326 608671327 608671329 608671330
S151100777,Tarabilla europea,Saxicola rubicola,29041,6,ES-GA,Pontevedra,L4916678,Baiona--Cabo Silleiro,42.1115227,-8.89937,2023-09-30,08:06 PM,eBird - Traveling Count,35,1,.418,,1,,,,609426232 609426233 609426234 609426235
S151958280,Tarabilla europea,Saxicola rubicola,29041,3,ES-GA,Pontevedra,L4916678,Baiona--Cabo Silleiro,42.1115227,-8.89937,2023-10-11,06:23 PM,eBird - Traveling Count,52,1,.322,,1,,,,609827354 609827355 609827356
S149462230,Tarabilla europea,Saxicola rubicola,29041,4,ES-GA,Pontevedra,L5820438,Esteiro do Miño--Marisma de Salcidos,41.9012837,-8.8448095,2023-09-09,06:02 PM,eBird - Traveling Count,128,1,2.655,,1,,,,608655734 608655735 608655736 608655737 608655738 608655739 608655741 608655742 608655743 608655744 608655746
S151013355,Tarabilla europea,Saxicola rubicola,29041,2,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-09-29,06:48 PM,eBird - Traveling Count,109,1,3.122,,1,,,,609411204 609411205 609411206
S151995144,Tarabilla europea,Saxicola rubicola,29041,2,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-10-12,08:47 AM,eBird - Traveling Count,137,1,3.444,,1,,,,609868633 609868634 609868635
S151635635,Tarabilla europea,Saxicola rubicola,29041,6,ES-GA,Pontevedra,L27376620,Oia--Punta Centinela,42.076832,-8.8963287,2023-10-07,06:58 PM,eBird - Traveling Count,71,1,.724,,1,,,,609720435 609720436 609720437 609720438 609720439 609720441 609720442 609720444 609720445
S140555415,Tarabilla europea,Saxicola rubicola,29041,5,ES-GA,Pontevedra,L6689107,Serra da Groba--O Cortelliño,42.0788111,-8.8364625,2023-06-04,07:25 PM,eBird - Traveling Count,150,1,2.,,1,,,,581407751 581407771 585231101 585231111 585231121
S141565473,Tarabilla europea,Saxicola rubicola,29041,1,ES-GA,Pontevedra,L6328961,Serra da Groba--Subida de Baiona (Chan da Lagoa),42.0938566,-8.8584566,2023-06-14,09:02 PM,eBird - Traveling Count,71,1,.998,,1,,"No la pude ver con detalle, pero creo que era una tarabilla."
S148798207,Estrilda común,Estrilda astrild,30652,15,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-09-02,07:07 PM,eBird - Traveling Count,58,1,2.124,,1,AC Ave Cantando,En unos matorrales,,608406715 608408938 608408939 608408940 608408941 608408943 608408944 608408945 608408946
S150492173,Estrilda común,Estrilda astrild,30652,8,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-09-22,07:38 PM,eBird - Traveling Count,48,1,2.157,,1,,,,609159327 609159329 609159330 609159331 609159332 609159333 609159334
S151013355,Estrilda común,Estrilda astrild,30652,8,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-09-29,06:48 PM,eBird - Traveling Count,109,1,3.122,,1,,,,609411209
S151602437,Estrilda común,Estrilda astrild,30652,6,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-10-07,12:02 PM,eBird - Traveling Count,139,1,2.623,,1,,,,609704319 609704320
S151688822,Estrilda común,Estrilda astrild,30652,7,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-10-08,12:13 PM,eBird - Traveling Count,120,1,3.347,,1,AC Ave Cantando,Mínimo. Cada vez se las escucha por más zonas diferentes. Sobre todo alrededor del río Guillade
S151995144,Estrilda común,Estrilda astrild,30652,9,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-10-12,08:47 AM,eBird - Traveling Count,137,1,3.444,,1
S152014691,Estrilda común,Estrilda astrild,30652,2,ES-GA,Pontevedra,L4279363,Vigo--Xunqueira do Lagares,42.2006709,-8.7755656,2023-10-12,03:30 PM,eBird - Traveling Count,112,1,3.653,,1
S141752429,Acentor común,Prunella modularis,30866,2,ES-GA,Pontevedra,L6328961,Serra da Groba--Subida de Baiona (Chan da Lagoa),42.0938566,-8.8584566,2023-06-16,08:56 PM,eBird - Traveling Count,61,1,.66,,1,P Pareja en Hábitat Apropiado,Pareja posada en un arbusto. Tras un minuto volaron ambos hacia otro.,,585370631 585370641 585370651 585370661 585370671 585494291
S146106080,Gorrión común,Passer domesticus,30886,1,ES-GA,Ourense,L5882629,Encoro de San Martiño,42.3878801,-7.1215871,2023-07-31,04:49 PM,eBird - Traveling Count,99,1,17.123,,1,,,,599821421
S146027552,Gorrión común,Passer domesticus,30886,10,ES-GA,Ourense,L26298397,Finca,42.417836,-6.9934792,2023-07-30,08:52 PM,eBird - Traveling Count,18,1,1.239,,1,,,,598858731 598858741 598858751 598858761
S147171033,Gorrión común,Passer domesticus,30886,7,ES-GA,Ourense,L13142367,O Barco de Valdeorras--Ladeira do Xirimil,42.4258822,-6.9613424,2023-08-13,08:41 PM,eBird - Traveling Count,30,1,.805,,1
S150385100,Gorrión común,Passer domesticus,30886,20,ES-GA,Ourense,L6292029,Ourense cidade--Campus Universitario este,42.344154,-7.851237,2023-09-21,08:27 AM,eBird - Casual Observation,,0,,,1
S149917136,Gorrión común,Passer domesticus,30886,1,ES-GA,Ourense,L16938611,Ourense cidade--Campus oeste,42.3445534,-7.8571773,2023-09-15,01:29 PM,eBird - Traveling Count,10,1,.25,,1
S151386018,Gorrión común,Passer domesticus,30886,2,ES-GA,Ourense,L16938611,Ourense cidade--Campus oeste,42.3445534,-7.8571773,2023-10-04,10:17 AM,eBird - Stationary Count,5,1,,,1
S146517548,Gorrión común,Passer domesticus,30886,5,ES-GA,Pontevedra,L19280840,As Neves--Antiguas canteiras de Medáns,42.0834592,-8.392462,2023-08-05,07:25 PM,eBird - Traveling Count,30,1,1.32,,1
S141958247,Gorrión común,Passer domesticus,30886,15,ES-GA,Pontevedra,L4916678,Baiona--Cabo Silleiro,42.1115227,-8.89937,2023-06-18,05:08 PM,eBird - Traveling Count,71,1,1.802,,1,,,,586053621 586053911 586053921 586055121 586055801
S149012023,Gorrión común,Passer domesticus,30886,50,ES-GA,Pontevedra,L5376167,Baiona--Castillo de Monterreal,42.124243,-8.8504028,2023-09-04,07:46 PM,eBird - Traveling Count,78,1,1.561,,1,,,,608490616 608490619 608490621
S140666378,Gorrión común,Passer domesticus,30886,3,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-01,04:24 PM,eBird - Stationary Count,7,0,,,1,,,,581765021 581765031 581765041 581765051 581765061 581765071
S140665682,Gorrión común,Passer domesticus,30886,1,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-02,09:54 PM,eBird - Stationary Count,50,0,,,1,,,,581763231
S140679891,Gorrión común,Passer domesticus,30886,11,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-06,12:52 PM,eBird - Stationary Count,49,1,,,1,,,,581785981 581785991
S140791098,Gorrión común,Passer domesticus,30886,12,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-07,04:04 PM,eBird - Stationary Count,53,1,,,1,,,,582195401 582195411 582195421 582195431 582195841
S140822225,Gorrión común,Passer domesticus,30886,2,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-07,09:46 PM,eBird - Stationary Count,39,1,,,1
S140910168,Gorrión común,Passer domesticus,30886,5,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-08,08:09 PM,eBird - Stationary Count,73,1,,,1
S141385760,Gorrión común,Passer domesticus,30886,1,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-12,10:20 AM,eBird - Stationary Count,5,1,,,1
S141341686,Gorrión común,Passer domesticus,30886,3,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-12,04:01 PM,eBird - Traveling Count,20,1,.097,,1
S141471968,Gorrión común,Passer domesticus,30886,1,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-13,09:16 PM,eBird - Stationary Count,40,1,,,1
S141532419,Gorrión común,Passer domesticus,30886,4,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-14,03:54 PM,eBird - Stationary Count,24,1,,,1
S141621551,Gorrión común,Passer domesticus,30886,1,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-15,03:22 PM,eBird - Stationary Count,23,1,,,1,AC Ave Cantando
S141814636,Gorrión común,Passer domesticus,30886,2,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-17,07:03 AM,eBird - Casual Observation,,0,,,1
S142330184,Gorrión común,Passer domesticus,30886,2,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-22,10:46 AM,eBird - Stationary Count,4,1,,,1,AC Ave Cantando
S142420520,Gorrión común,Passer domesticus,30886,1,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-23,10:22 AM,eBird - Stationary Count,4,1,,,1
S140767351,Gorrión común,Passer domesticus,30886,3,ES-GA,Pontevedra,L25005145,Baiona--Paseo fluvial do río Baíña,42.1125502,-8.8410759,2023-05-21,03:52 PM,eBird - Traveling Count,70,0,3.,,1,,,,582110961 582110971
S140810033,Gorrión común,Passer domesticus,30886,5,ES-GA,Pontevedra,L25004705,Baiona--Paseo fluvial do río da Groba,42.1068148,-8.819285,2023-05-17,06:55 PM,eBird - Traveling Count,40,0,2.,,1,,,,582209741 582209751
S140808749,Gorrión común,Passer domesticus,30886,1,ES-GA,Pontevedra,L25004705,Baiona--Paseo fluvial do río da Groba,42.1068148,-8.819285,2023-05-18,04:45 PM,eBird - Traveling Count,32,0,2.,,1,,,,582204281
S140808031,Gorrión común,Passer domesticus,30886,1,ES-GA,Pontevedra,L25004705,Baiona--Paseo fluvial do río da Groba,42.1068148,-8.819285,2023-05-19,04:33 PM,eBird - Traveling Count,57,0,3.,,1,,,,582200921
S140767819,Gorrión común,Passer domesticus,30886,1,ES-GA,Pontevedra,L25004705,Baiona--Paseo fluvial do río da Groba,42.1068148,-8.819285,2023-05-22,04:09 PM,eBird - Traveling Count,64,0,2.,,1,,,,582111991
S140965294,Gorrión común,Passer domesticus,30886,1,ES-GA,Pontevedra,L25004705,Baiona--Paseo fluvial do río da Groba,42.1068148,-8.819285,2023-06-09,02:11 PM,eBird - Stationary Count,3,1,,,1
S141330574,Gorrión común,Passer domesticus,30886,2,ES-GA,Pontevedra,L25004705,Baiona--Paseo fluvial do río da Groba,42.1068148,-8.819285,2023-06-12,02:32 PM,eBird - Stationary Count,4,1,,,1
S143630862,Gorrión común,Passer domesticus,30886,2,ES-GA,Pontevedra,L25004705,Baiona--Paseo fluvial do río da Groba,42.1068148,-8.819285,2023-07-05,02:50 PM,eBird - Stationary Count,2,1,,,1
S148798664,Gorrión común,Passer domesticus,30886,70,ES-GA,Pontevedra,L25004705,Baiona--Paseo fluvial do río da Groba,42.1068148,-8.819285,2023-09-02,08:10 PM,eBird - Casual Observation,,0,,,1
S148943578,Gorrión común,Passer domesticus,30886,4,ES-GA,Pontevedra,L25004705,Baiona--Paseo fluvial do río da Groba,42.1068148,-8.819285,2023-09-04,12:57 PM,eBird - Casual Observation,,0,,,1
S150493791,Gorrión común,Passer domesticus,30886,50,ES-GA,Pontevedra,L25004705,Baiona--Paseo fluvial do río da Groba,42.1068148,-8.819285,2023-09-22,08:27 PM,eBird - Traveling Count,24,1,.917,,1
S146927909,Gorrión común,Passer domesticus,30886,5,ES-GA,Pontevedra,L26505749,Baiona--Senda fluvial do río Fraga,42.1117704,-8.8733754,2023-08-10,08:54 PM,eBird - Traveling Count,79,1,2.527,,1,,,,602229161
S149462230,Gorrión común,Passer domesticus,30886,27,ES-GA,Pontevedra,L5820438,Esteiro do Miño--Marisma de Salcidos,41.9012837,-8.8448095,2023-09-09,06:02 PM,eBird - Traveling Count,128,1,2.655,,1
S140810733,Gorrión común,Passer domesticus,30886,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-05-16,06:28 PM,eBird - Traveling Count,130,0,5.,,1,,,,582213841
S140766884,Gorrión común,Passer domesticus,30886,3,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-05-23,01:07 PM,eBird - Traveling Count,80,0,4.,,1,,,,582109591
S140766324,Gorrión común,Passer domesticus,30886,4,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-05-24,12:52 PM,eBird - Traveling Count,100,0,4.,,1,,,,582107731 582107741
S140702595,Gorrión común,Passer domesticus,30886,11,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-05-27,03:23 PM,eBird - Traveling Count,95,1,5.,,1,,,,581844701 581844711 581844721 581844731
S140558068,Gorrión común,Passer domesticus,30886,6,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-03,01:56 PM,eBird - Traveling Count,106,1,5.,,1,,,,581417841 581417851 581417861
S140989431,Gorrión común,Passer domesticus,30886,26,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-09,04:13 PM,eBird - Traveling Count,115,1,5.649,,1
S141098540,Gorrión común,Passer domesticus,30886,26,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-10,03:44 PM,eBird - Traveling Count,114,1,6.695,,1,,,,583245431
S141614449,Gorrión común,Passer domesticus,30886,21,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-15,12:51 PM,eBird - Traveling Count,87,1,3.862,,1,,,,585068681
S141699864,Gorrión común,Passer domesticus,30886,23,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-16,10:24 AM,eBird - Traveling Count,74,1,5.311,,1,AC Ave Cantando
S142340540,Gorrión común,Passer domesticus,30886,15,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-22,01:13 PM,eBird - Traveling Count,82,1,3.138,,1,AC Ave Cantando,,,587444181
S148007966,Gorrión común,Passer domesticus,30886,10,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-08-24,08:36 PM,eBird - Traveling Count,95,1,3.412,,1
S148070431,Gorrión común,Passer domesticus,30886,20,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-08-25,08:14 PM,eBird - Traveling Count,59,1,2.205,,1,,,,606960611
S148798207,Gorrión común,Passer domesticus,30886,20,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-09-02,07:07 PM,eBird - Traveling Count,58,1,2.124,,1,,,,608405967 608408952
S149141694,Gorrión común,Passer domesticus,30886,20,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-09-06,07:44 PM,eBird - Traveling Count,85,1,2.655,,1,,,,608558969
S149209087,Gorrión común,Passer domesticus,30886,15,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-09-07,08:08 PM,eBird - Traveling Count,71,1,2.205,,1
S150492173,Gorrión común,Passer domesticus,30886,40,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-09-22,07:38 PM,eBird - Traveling Count,48,1,2.157,,1,,aprox,,609159340 609159341 609159342
S151013355,Gorrión común,Passer domesticus,30886,12,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-09-29,06:48 PM,eBird - Traveling Count,109,1,3.122,,1,,,,609411212
S151602437,Gorrión común,Passer domesticus,30886,12,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-10-07,12:02 PM,eBird - Traveling Count,139,1,2.623,,1
